Product_id,Discounted price,Actual price,Discount %,Rating,Rating count,User id,savings,total revenue,top rating products,top  20  products  by revenue,
B07JW9H4J540,$649.00,"$1,999.00",68%,4.20,"24,269",AG47CSNDLDSLE7BQWBCUPL4IMBZQ,"$1,350.00","$15,750,581.00",high rated,,
B07JW9H4J541,$649.00,"$1,999.00",68%,4.20,"24,269",AH42ECAG6LPCU22T5BYN5OXQO74A,"$1,350.00","$15,750,581.00",high rated,,
B07JW9H4J542,$649.00,"$1,600.00",59%,4.30,"5,451",AGB2L4VZFZQISJ44XSXNEQOKSTVQ,$951.00,"$3,537,699.00",high rated,,
B07JW9H4J543,$649.00,$999.00,35%,4.20,"1,315",AEVPRYZLGHNMEZA5BYGIX36LYZXA,$350.00,"$853,435.00",high rated,,
B07JW9H4J544,$649.00,"$2,400.00",73%,4.40,"67,260",AEAD2LHI2R3QVR3AQKOPB523SVUA,"$1,751.00","$43,651,740.00",high rated,,
B07JW9H4J545,$649.00,$999.00,35%,3.50,"7,222",AF5YTGKUGQPPKFKV7FI2WPBEB3FQ,$350.00,"$4,687,078.00",need_improvement,,
B07JW9H4J546,$649.00,"$2,499.00",74%,3.90,"13,049",AH2NLR3ZG7SADP6RTRU5PDZUBKYQ,"$1,850.00","$8,468,801.00",need_improvement,,
B07JW9H4J547,$649.00,"$1,300.00",50%,4.10,"5,195",AHXO7SHNST675ORXUKNNHR2YKEKA,$651.00,"$3,371,555.00",high rated,,
B07JW9H4J54,$637.00,"$1,499.00",58%,4.10,24,AGOYJRXFFVVGZDJTZV474WDLAPUA,$862.00,"$15,288.00",high rated,,
B07JW9H4J539,$629.00,"$1,390.00",55%,4.40,"6,301",AHSLOMUBZXIC52OGKOTLUNTGWYTQ,$761.00,"$3,963,329.00",high rated,,
B07JW9H4J538,$625.00,"$1,400.00",55%,4.20,"23,316",AFNXAQBP6KZJYZD554ML2KJJTQVA,$775.00,"$14,572,500.00",high rated,,
B07JW9H4J537,$609.00,"$1,500.00",59%,4.50,"1,029",AFBVVELP4GVFVUNT2JCI5JHVGRWQ,$891.00,"$626,661.00",high rated,,
B07JW9H4J52,$599.00,$849.00,29%,4.50,577,AFGN6I3CNM2SKJXVEEVVXF2DPB5A,$250.00,"$345,623.00",high rated,,
B07JW9H4J520,$599.00,$849.00,29%,4.50,474,AF3KXMJ35ELNULRGLJMSPONWTBLQ,$250.00,"$283,926.00",high rated,,
B07JW9H4J521,$599.00,"$1,999.00",70%,4.20,47,AGKL2QQZYTI6LCC4CDJEGIV3EDUQ,"$1,400.00","$28,153.00",high rated,,
B07JW9H4J522,$599.00,"$2,499.00",76%,3.90,"58,162",AH3LHRL5P4YAVOQQCH72G2PJFXSA,"$1,900.00","$34,839,038.00",need_improvement,,
B07JW9H4J523,$599.00,"$1,800.00",67%,3.50,"83,996",AH3VUICGCKITW2W3TEED2EIY3ZTQ,"$1,201.00","$50,313,604.00",need_improvement,,
B07JW9H4J524,$599.00,$999.00,40%,4.00,"18,654",AFPSD5MVTPICFIXY5LKKTXSG7ZEA,$400.00,"$11,173,746.00",high rated,,
B07JW9H4J525,$599.00,"$1,399.00",57%,4.10,"14,560",AGNE5T4E7SEMJUDM4COI6JBNJQBQ,$800.00,"$8,721,440.00",high rated,,
B07JW9H4J526,$599.00,$895.00,33%,4.40,"61,314",AHQM673VAJUI7R3VMP4NWML4CZLQ,$296.00,"$36,727,086.00",high rated,,
B07JW9H4J527,$599.00,"$1,399.00",57%,3.80,"60,026",AEHC7ITQUJKLOGQJCAA6Q7V63EVQ,$800.00,"$35,955,574.00",need_improvement,,
B07JW9H4J528,$599.00,$899.00,33%,4.00,"4,018",AGMD2UVAWOKO3W37KGZWAPI3ZB6A,$300.00,"$2,406,782.00",high rated,,
B07JW9H4J529,$599.00,$899.00,33%,4.30,"95,116",AFCN4ZD2X2EVUUDSG4BMFT7YJA2A,$300.00,"$56,974,484.00",high rated,,
B07JW9H4J53,$599.00,"$3,999.00",85%,3.90,"1,087",AFXXFWMGUKQDP27JRILRUKME7R4Q,"$3,400.00","$651,113.00",need_improvement,,
B07JW9H4J530,$599.00,$799.00,25%,4.30,"15,790",AFM6IHWXNLXOBO3JZTO5DN5QJROQ,$200.00,"$9,458,210.00",high rated,,
B07JW9H4J531,$599.00,"$1,999.00",70%,4.40,"4,736",AF23KL3IJO4DTXNR7B6VYLGMPPOA,"$1,400.00","$2,836,864.00",high rated,,
B07JW9H4J532,$599.00,$599.00,0%,4.00,"26,423",AHLQSFOZ3EHRPTEANJF2JUZUQOQQ,$0.00,"$15,827,377.00",high rated,,
B07JW9H4J533,$599.00,$599.00,0%,4.30,355,AFQZVGSOSOJHKFQQMCEI4725QEKQ,$0.00,"$212,645.00",high rated,,
B07JW9H4J534,$599.00,$999.00,40%,4.00,"7,601",AFAD3K54MDC5KWKEIL4GPRMDUCSA,$400.00,"$4,552,999.00",high rated,,
B07JW9H4J535,$599.00,$700.00,14%,4.30,"2,301",AHFILHSL3P3VABTMFUYKAWTNUWVQ,$101.00,"$1,378,299.00",high rated,,
B07JW9H4J536,$599.00,$785.00,24%,4.20,"24,247",AG6ST6L57J4B7UHNXKEV55ZP3NPQ,$186.00,"$14,523,953.00",high rated,,
B07JW9H4J518,$598.00,"$4,999.00",88%,4.20,910,AFWESPH2F54JGI3PJYU2NINBVCAQ,"$4,401.00","$544,180.00",high rated,,
B07JW9H4J519,$598.00,"$1,150.00",48%,4.10,"2,535",AFEJIT5UQ3HEOL3DZC6L6KYRV3DQ,$552.00,"$1,515,930.00",high rated,,
B07JW9H4J517,$596.00,$723.00,18%,4.40,"3,219",AFCTHM6AKLOSBDAUNR7MV55OB3MQ,$127.00,"$1,918,524.00",high rated,,
B07JW9H4J516,$579.00,"$1,090.00",47%,4.40,"3,482",AG23E67LYRJ6Y26AIHNKS6ES4OXQ,$511.00,"$2,016,078.00",high rated,,
B07JW9H4J515,$575.00,"$2,799.00",79%,4.20,"8,537",AE7M7M6QTDYEHQKAKXIWO2OVMBXQ,"$2,224.00","$4,908,775.00",high rated,,
B07JW9H4J514,$571.00,$999.00,43%,4.30,"38,221",AGT572FSHJL725535LQUNZXHTO2A,$428.00,"$21,824,191.00",high rated,,
B07JW9H4J513,$570.00,$999.00,43%,4.20,"3,201",AFF4TQVTALIJ24PF3PWD376ONLXQ,$429.00,"$1,824,570.00",high rated,,
B07JW9H4J510,$569.00,"$1,000.00",43%,4.40,"67,259",AGW2NIO4JHGF3E4YYX74PSRCAKOQ,$431.00,"$38,270,371.00",high rated,,
B07JW9H4J511,$569.00,"$1,000.00",43%,4.40,"67,262",AEV2RFEWLJIWQDBU7FMHAUJT7PQQ,$431.00,"$38,272,078.00",high rated,,
B07JW9H4J512,$569.00,"$1,299.00",56%,4.40,"9,275",AEBO2BBZLCJSQSMQSSZUR4JWW6UA,$730.00,"$5,277,475.00",high rated,,
B07JW9H4J509,$561.00,$720.00,22%,4.40,"3,182",AF46TGPPTX6KI5LAMPWQUT2FWGAA,$159.00,"$1,785,102.00",high rated,,
B07JW9H4J498,$549.00,$995.00,45%,4.20,"29,746",AGJC5O5H5BBXWUV7WRIEIOOR3TVQ,$446.00,"$16,330,554.00",high rated,,
B07JW9H4J499,$549.00,"$1,799.00",69%,4.30,"28,829",AFTUS3YZBNWUVW7FV7AQ4O532UNQ,"$1,250.00","$15,827,121.00",high rated,,
B07JW9H4J500,$549.00,$549.00,0%,4.50,"4,875",AGNLXH7GFRBUEG3GEYNDW6B6Z55Q,$0.00,"$2,676,375.00",high rated,,
B07JW9H4J501,$549.00,$999.00,45%,3.90,"64,705",AGFI7QAP24WKYIKSVOKOI6AH5QWQ,$450.00,"$35,523,045.00",need_improvement,,
B07JW9H4J502,$549.00,$999.00,45%,4.30,"7,758",AFMJDZKFVMHFW64W22IJYRZLNS7A,$450.00,"$4,259,142.00",high rated,,
B07JW9H4J503,$549.00,"$1,999.00",73%,3.60,"6,422",AHXSYSLVVATNHR4SWPLA3L63YUTQ,"$1,450.00","$3,525,678.00",need_improvement,,
B07JW9H4J504,$549.00,"$1,499.00",63%,4.30,"11,006",AF4OLYBDMHJV5DUGONVIH7GU2V7Q,$950.00,"$6,042,294.00",high rated,,
B07JW9H4J505,$549.00,"$2,499.00",78%,4.30,"5,556",AHGFUWNO5JO5V5DUDHKMWTLNP5HA,"$1,950.00","$3,050,244.00",high rated,,
B07JW9H4J506,$549.00,"$1,999.00",73%,4.30,"1,367",AFUZ26ZD32I23WLX6MO6UUGYB6VQ,"$1,450.00","$750,483.00",high rated,,
B07JW9H4J507,$549.00,"$1,000.00",45%,3.60,"1,074",AEPMS5PFD6A3CBZ7A5GCVJURRQPA,$451.00,"$589,626.00",need_improvement,,
B07JW9H4J508,$549.00,"$1,090.00",50%,4.20,"13,029",AFVRAZD6HB5ALMMLJRZYAA45RKFQ,$541.00,"$7,152,921.00",high rated,,
B07JW9H4J497,$547.00,"$2,999.00",82%,4.30,407,AEWC3QIWDPNHJSLVO6MS62ERGB3Q,"$2,452.00","$222,629.00",high rated,,
B07JW9H4J495,$539.00,"$1,599.00",66%,3.80,"14,648",AHROIYVXUABAGL5GUFHMEZK3WQQA,"$1,060.00","$7,895,272.00",need_improvement,,
B07JW9H4J496,$539.00,$720.00,25%,4.10,"36,017",AG2REE6BFNII6CHJQ2HQCG4Q5BWQ,$181.00,"$19,413,163.00",high rated,,
B07JW9H4J494,$535.00,$535.00,0%,4.40,"4,426",AGMHHTX7GPWHZAUTEYQOFEEDFMDQ,$0.00,"$2,367,910.00",high rated,,
B07JW9H4J493,$529.00,"$1,499.00",65%,4.10,"8,599",AETBZL6TIGY24P3Y6WNN2BNIZIDA,$970.00,"$4,548,871.00",high rated,,
B07JW9H4J492,$522.00,$550.00,5%,4.40,"12,179",AEX7BFQ7AJA6LRX42T72KUOL5UVA,$28.00,"$6,357,438.00",high rated,,
B07JW9H4J491,$519.00,"$1,350.00",62%,4.30,"30,058",AEJ4BLDMPXCI2I6X5JEA52RDVWJA,$831.00,"$15,600,102.00",high rated,,
B07JW9H4J490,$507.00,"$1,208.00",58%,4.10,"8,131",AGOUMGTCVOVNACJWHOI6QXEOFWFQ,$701.00,"$4,122,417.00",high rated,,
B07JW9H4J465,$499.00,$899.00,44%,4.20,919,AEGJWEAXJNRH3OLXI7JE3VRTSNWA,$400.00,"$458,581.00",high rated,,
B07JW9H4J466,$499.00,"$1,299.00",62%,4.30,"30,411",AFEJFJOFJO4XQTAUFXZALFURTCUQ,$800.00,"$15,175,089.00",high rated,,
B07JW9H4J467,$499.00,"$1,200.00",58%,4.30,"5,451",AE4DPKX5AMUCEWM4543JPWAZVA2A,$701.00,"$2,720,049.00",high rated,,
B07JW9H4J468,$499.00,"$1,100.00",55%,4.40,"25,177",AH7535IQDY5KVV2I6ASNOZJC4KAA,$601.00,"$12,563,323.00",high rated,,
B07JW9H4J469,$499.00,$899.00,44%,3.70,185,AHOYUSKWQFXDLOTRT43FCSHP3WIA,$400.00,"$92,315.00",need_improvement,,
B07JW9H4J470,$499.00,$900.00,45%,4.40,"2,165",AFAKEZV7KMVT2SGF4KYWXGQRIW4A,$401.00,"$1,080,335.00",high rated,,
B07JW9H4J471,$499.00,$499.00,0%,4.20,"31,539",AFEDVL6QIKT4RDYRHGMUZAU2JSQQ,$0.00,"$15,737,961.00",high rated,,
B07JW9H4J472,$499.00,$599.00,17%,4.20,"21,916",AHECNVXSW6REC5TOGBH6OJXIBL4A,$100.00,"$10,936,084.00",high rated,,
B07JW9H4J473,$499.00,"$1,899.00",74%,4.10,"1,475",AHITHYIQE2EATBE3LI6GU3HJSMLA,"$1,400.00","$736,025.00",high rated,,
B07JW9H4J475,$499.00,"$1,899.00",74%,4.10,412,AHT3PNU446CPE3MJRLGDF5V2R5EA,"$1,400.00","$205,588.00",high rated,,
B07JW9H4J476,$499.00,$999.00,50%,3.90,"92,995",AGFSOG7QWOQRQTDVWUVK4WPOPHSA,$500.00,"$46,404,505.00",need_improvement,,
B07JW9H4J477,$499.00,"$1,999.00",75%,3.70,"3,369",AEKKBA277W5KM6HAY3YDVILIDSEQ,"$1,500.00","$1,681,131.00",need_improvement,,
B07JW9H4J478,$499.00,"$1,000.00",50%,5.00,23,AHWC6QG7WU35GLKYM6XTOTHAXCIQ,$501.00,"$11,477.00",high rated,,
B07JW9H4J479,$499.00,$799.00,38%,4.30,"2,125",AGKKNM6BD3A6GKIOIIX4JJBDLDYQ,$300.00,"$1,060,375.00",high rated,,
B07JW9H4J481,$499.00,"$1,499.00",67%,3.60,"9,169",AGNRGEU74CPJRWEMJZHU67GWHETQ,"$1,000.00","$4,575,331.00",need_improvement,,
B07JW9H4J482,$499.00,$999.00,50%,4.40,"1,030",AGXV3SLRVNDIMF34OAZ3FYMCV7DQ,$500.00,"$513,970.00",high rated,,
B07JW9H4J483,$499.00,$799.00,38%,3.90,"6,742",AHS4CWP5EVS55YZCJPTJGOYTU3HA,$300.00,"$3,364,258.00",need_improvement,,
B07JW9H4J484,$499.00,"$1,299.00",62%,3.90,"1,173",AG6A2WAGVLEAIUQYP2YYIVAFTYPQ,$800.00,"$585,327.00",need_improvement,,
B07JW9H4J485,$499.00,"$1,299.00",62%,4.50,434,AHMV7CFP5QJKQVZUWZJHE4HZ2ICA,$800.00,"$216,566.00",high rated,,
B07JW9H4J486,$499.00,$775.00,36%,4.30,74,AHS7IMVVE56BINTOOQEC3ZDFCCRA,$276.00,"$36,926.00",high rated,,
B07JW9H4J487,$499.00,"$1,299.00",62%,4.10,"2,740",AEFYJ3VKDQDLXLOEH7TKQUXIT7HA,$800.00,"$1,367,260.00",high rated,,
B07JW9H4J488,$499.00,"$1,399.00",64%,3.90,"1,462",AFIO2JLNOU6SSNCHMG2ZED34SVNQ,$900.00,"$729,538.00",need_improvement,,
B07JW9H4J489,$499.00,$999.00,50%,4.10,"4,859",AEK23DLXXPG7UORUYI2DDS7RFVYA,$500.00,"$2,424,641.00",high rated,,
B07JW9H4J463,$489.00,"$1,200.00",59%,4.40,"69,538",AEJGEJAGW7MDJMBVY7KB7KBKIYYQ,$711.00,"$34,004,082.00",high rated,,
B07JW9H4J464,$489.00,"$1,999.00",76%,4.00,"3,626",AFJ7UDS63R5ITGAMOSRK7KNWHSSA,"$1,510.00","$1,773,114.00",high rated,,
B07JW9H4J462,$486.00,"$1,999.00",76%,4.20,"30,023",AF6Z2OYIXRPZJHVYN2MFKKYHPHFQ,"$1,513.00","$14,591,178.00",high rated,,
B07JW9H4J461,$480.00,$600.00,20%,4.30,"5,719",AHMFATKIPX3KHDWWE63O3F5UM3DA,$120.00,"$2,745,120.00",high rated,,
B07JW9H4J460,$479.00,$599.00,20%,4.30,"11,687",AETHN2CGVNPVX5Y6SAWO6IO7QOEA,$120.00,"$5,598,073.00",high rated,,
B07JW9H4J459,$478.00,$699.00,32%,3.80,"20,218",AGPSLGGTW5EHCUCCFEPSMH76H3NQ,$221.00,"$9,664,204.00",need_improvement,,
B07JW9H4J458,$475.00,"$1,500.00",68%,4.20,"64,273",AEF5RCDWM36RUTBBON7LXA26PTCA,"$1,025.00","$30,529,675.00",high rated,,
B07JW9H4J457,$474.00,"$1,799.00",74%,4.30,"1,454",AH5Y6ZCLABCUE2X6JBWZBNQO232A,"$1,325.00","$689,196.00",high rated,,
B07JW9H4J456,$469.00,"$1,499.00",69%,4.10,352,AHFS3ZLC4Q5YY36YMZJ4NAIVELMA,"$1,030.00","$165,088.00",high rated,,
B07JW9H4J455,$467.00,$599.00,22%,4.40,"44,054",AFLOBYPV2H5LSTBAHZWAMF3DHSBQ,$132.00,"$20,573,218.00",high rated,,
B07JW9H4J454,$455.00,$999.00,54%,4.10,"3,578",AFS6NM2UFY5M77EWX5YT2KBMWBVQ,$544.00,"$1,627,990.00",high rated,,
B07JW9H4J443,$449.00,"$1,299.00",65%,4.20,"24,269",AFCWL3MX7BP2ZUDD37MEAENZDQ2A,$850.00,"$10,896,781.00",high rated,,
B07JW9H4J444,$449.00,$599.00,25%,4.00,"3,231",AGWAYDRCPJOSWY4HN36O4426WURQ,$150.00,"$1,450,719.00",high rated,,
B07JW9H4J445,$449.00,"$1,099.00",59%,4.00,242,AFZT774FU3LOJGEW7JSAXOD24OBQ,$650.00,"$108,658.00",high rated,,
B07JW9H4J446,$449.00,"$1,290.00",65%,4.10,"91,770",AG65C34LATM4J3ZFKJJPDNISZKUQ,$841.00,"$41,204,730.00",high rated,,
B07JW9H4J447,$449.00,$999.00,55%,4.00,"2,102",AFFOW7D7WJY5D3E3PV26TYE7Y57Q,$550.00,"$943,798.00",high rated,,
B07JW9H4J448,$449.00,$999.00,55%,4.40,"9,940",AGQZ46RQ5YJFVCSGI4BJGNXB7DZA,$550.00,"$4,463,060.00",high rated,,
B07JW9H4J449,$449.00,$800.00,44%,4.40,"69,585",AHFT3PEI64SYXMAXBJMISWFPD72A,$351.00,"$31,243,665.00",high rated,,
B07JW9H4J451,$449.00,$999.00,55%,4.30,"11,330",AHQKNH5JPOQWCNN2ZCUK34VEJAKQ,$550.00,"$5,087,170.00",high rated,,
B07JW9H4J452,$449.00,$999.00,55%,4.30,"9,701",AFSZEPUJZUDS3NRVEAO5MHUCAEPA,$550.00,"$4,355,749.00",high rated,,
B07JW9H4J453,$449.00,"$1,300.00",65%,4.20,"4,959",AF7PPF6P5ZASHL4RYP7AZQBHRRTQ,$851.00,"$2,226,591.00",high rated,,
B07JW9H4J440,$448.00,$699.00,36%,3.90,"17,348",AEEH5DFNKICJXQME6UXNS3P3OM3A,$251.00,"$7,771,904.00",need_improvement,,
B07JW9H4J439,$440.00,$440.00,0%,4.50,"8,610",AE6FSULFZEB65U7FWSETNHLBP5JQ,$0.00,"$3,788,400.00",high rated,,
B07JW9H4J437,$439.00,$758.00,42%,4.20,"4,296",AHPYDFW6Y3FIQGD2RJPBFF5QNVRQ,$319.00,"$1,885,944.00",high rated,,
B07JW9H4J435,$425.00,$999.00,57%,4.00,"2,581",AFEKMA42BV5FJVCTFCTNOITU3J5Q,$574.00,"$1,096,925.00",high rated,,
B07JW9H4J436,$425.00,$899.00,53%,4.50,"4,219",AERNKVJL26A7X5OYWX3736CMPO4A,$474.00,"$1,793,075.00",high rated,,
B07JW9H4J434,$420.00,$420.00,0%,4.20,"1,926",AFZ2YKWX4KR7MWSA6UOMEGGHT32A,$0.00,"$808,920.00",high rated,,
B07JW9H4J433,$417.44,$670.00,38%,3.90,523,AEL5HU25IP7YT5WK3LXNC5M36NBA,$252.56,"$218,321.12",need_improvement,,
B07JW9H4J432,$416.00,$599.00,31%,4.20,"30,023",AGSP27IDVRXVVRJOLLTCIXFFIOTQ,$183.00,"$12,489,568.00",high rated,,
B07JW9H4J395,$399.00,$999.00,60%,4.10,"1,780",AGACKHUULXIV2SLNKKA6GWQOP7JQ,$600.00,"$710,220.00",high rated,,
B07JW9H4J396,$399.00,"$1,099.00",64%,4.20,"24,269",AHDC2HUUNEL6GRJRX5TTOVKITONQ,$700.00,"$9,683,331.00",high rated,,
B07JW9H4J397,$399.00,$999.00,60%,4.30,"2,806",AH4BURHCF5UQFZR4VJQXBEQCTYVQ,$600.00,"$1,119,594.00",high rated,,
B07JW9H4J399,$399.00,$999.00,60%,4.10,"1,780",AECPQWPXGTZOXEYOPZXTZQ5ZG23Q,$600.00,"$710,220.00",high rated,,
B07JW9H4J400,$399.00,"$1,999.00",80%,4.50,505,AFPP23GZ4AVHPQZCTP3HRAABLJLA,"$1,600.00","$201,495.00",high rated,,
B07JW9H4J402,$399.00,$999.00,60%,4.30,"2,806",AGYAPOCHJTBVSKV3GSONJ7VXL3PA,$600.00,"$1,119,594.00",high rated,,
B07JW9H4J403,$399.00,$399.00,0%,3.90,"1,951",AHPAC3MT3XXV27WWU7U5AN7RLCXQ,$0.00,"$778,449.00",need_improvement,,
B07JW9H4J404,$399.00,"$1,099.00",64%,4.10,"2,685",AEWPCJ6MCXV32JXQHYGODOOEIJNA,$700.00,"$1,071,315.00",high rated,,
B07JW9H4J405,$399.00,$799.00,50%,4.30,12,AFY3XWUSTQABIV5OERXNLAPIZBTA,$400.00,"$4,788.00",high rated,,
B07JW9H4J406,$399.00,$899.00,56%,3.90,254,AGUQMWXN662DIDUVJPAO45CEY22A,$500.00,"$101,346.00",need_improvement,,
B07JW9H4J407,$399.00,"$1,299.00",69%,4.20,"13,120",AFCGAYGFQB27SUPPS7RARVDFJXVA,$900.00,"$5,234,880.00",high rated,,
B07JW9H4J408,$399.00,"$1,999.00",80%,5.00,5,AFM3PEUDKST5I4ABCDADACT6UJCQ,"$1,600.00","$1,995.00",high rated,,
B07JW9H4J409,$399.00,"$1,099.00",64%,4.10,"2,685",AGTBGMKWQPUZJ2GA2XPICHD2VTKQ,$700.00,"$1,071,315.00",high rated,,
B07JW9H4J410,$399.00,$799.00,50%,4.10,"1,161",AGTN6JPEMBFO4TWE6KBORDHUBFLQ,$400.00,"$463,239.00",high rated,,
B07JW9H4J411,$399.00,$899.00,56%,3.40,431,AFSOR5M3BW2YXCRDCQKOL2V65TGA,$500.00,"$171,969.00",need_improvement,,
B07JW9H4J412,$399.00,$795.00,50%,4.40,"12,091",AFQXCIIKXSM2VN3IHACSKPZ3PEGQ,$396.00,"$4,824,309.00",high rated,,
B07JW9H4J413,$399.00,$999.00,60%,4.00,"1,236",AEFVBBYV2B2FDYETNBPLPC5ZBS4A,$600.00,"$493,164.00",high rated,,
B07JW9H4J414,$399.00,$999.00,60%,3.30,23,AHJJY3GFDJFTDTX5536IMIXVNCNQ,$600.00,"$9,177.00",need_improvement,,
B07JW9H4J416,$399.00,"$1,099.00",64%,4.20,"24,270",AGQVEI5FN545VZMNGYRR752JCSUA,$700.00,"$9,683,730.00",high rated,,
B07JW9H4J418,$399.00,$699.00,43%,4.00,"37,817",AEQRBL6PVEWH7MEXRN2ZI6FDU54A,$300.00,"$15,088,983.00",high rated,,
B07JW9H4J419,$399.00,"$1,999.00",80%,4.00,"3,382",AHYXJP46LXOTLZ5FXX53OWHFNWXA,"$1,600.00","$1,349,418.00",high rated,,
B07JW9H4J420,$399.00,"$1,099.00",64%,4.20,"24,269",AGPGSHGMGBF6GBOQ7ZXUBQ3IFZJA,$700.00,"$9,683,331.00",high rated,,
B07JW9H4J421,$399.00,"$1,290.00",69%,4.20,206,AG3G7G2DUJKN5YMCOYZNCADKKJUQ,$891.00,"$82,194.00",high rated,,
B07JW9H4J422,$399.00,"$1,999.00",80%,4.00,"3,382",AGMK2IKWHYVHPTNZZ27BMR4XRPZA,"$1,600.00","$1,349,418.00",high rated,,
B07JW9H4J423,$399.00,$995.00,60%,3.90,"21,372",AGPAF3K6YHEM7446WLCBQJZWORAQ,$596.00,"$8,527,428.00",need_improvement,,
B07JW9H4J424,$399.00,$549.00,27%,4.40,"18,139",AFE7R5FCWMXW42O5UTZ7YEAWGF7A,$150.00,"$7,237,461.00",high rated,,
B07JW9H4J425,$399.00,$499.00,20%,4.30,"27,201",AEG6NCZPUEEC3YY267IS3YMFRBWA,$100.00,"$10,853,199.00",high rated,,
B07JW9H4J426,$399.00,"$1,499.00",73%,4.10,"5,730",AGA4V2SLJ744MITK2FWWGPXOFB7A,"$1,100.00","$2,286,270.00",high rated,,
B07JW9H4J427,$399.00,$699.00,43%,3.40,"3,454",AF5IDL42LBZCZ7A5YDGM2QFNUHEQ,$300.00,"$1,378,146.00",need_improvement,,
B07JW9H4J428,$399.00,"$1,190.00",66%,4.10,"2,809",AHNVMNUO3GZIOGQKKAGSPTXY5VEQ,$791.00,"$1,120,791.00",high rated,,
B07JW9H4J429,$399.00,"$1,290.00",69%,4.20,"76,042",AGYLQ6KMOYG2N4U5GNYARX2MBB4Q,$891.00,"$30,340,758.00",high rated,,
B07JW9H4J430,$399.00,$999.00,60%,4.10,"1,780",AGB3FQ7523INWDNY3MAHJWA5ZGIQ,$600.00,"$710,220.00",high rated,,
B07JW9H4J431,$399.00,"$1,499.00",73%,4.00,691,AEUGPJCYVDS74WR3B5AAHYQ67XMA,"$1,100.00","$275,709.00",high rated,,
B07JW9H4J393,$398.00,"$1,949.00",80%,4.00,75,AF2CSPPKO2SSBDRBRGHC45BWIELQ,"$1,551.00","$29,850.00",high rated,,
B07JW9H4J394,$398.00,"$1,999.00",80%,4.10,257,AG3PLRKXVXLYQ7YHOIU4QVWWFBAQ,"$1,601.00","$102,286.00",high rated,,
B07JW9H4J392,$397.00,$899.00,56%,4.00,"3,025",AENJBTR2KDJMOAEQA4AROLV244QQ,$502.00,"$1,200,925.00",high rated,,
B07JW9H4J390,$389.00,$999.00,61%,4.30,838,AFG3EU556AXTCQXSTGYD2ACM5H6Q,$610.00,"$325,982.00",high rated,,
B07JW9H4J391,$389.00,"$1,099.00",65%,4.30,974,AEWWWALRID3B4CQQK7PMSARCRM7Q,$710.00,"$378,886.00",high rated,,
B07JW9H4J389,$380.00,$400.00,5%,4.40,"2,111",AG2VWPTTUEHEZWGDIYDJWPX7IDJQ,$20.00,"$802,180.00",high rated,,
B07JW9H4J382,$379.00,"$1,099.00",66%,4.30,"2,806",AGTDS5KNVHNHIPGTYNC4NBE7HJSA,$720.00,"$1,063,474.00",high rated,,
B07JW9H4J383,$379.00,$999.00,62%,4.20,"12,153",AHLYJKN3B45FGUXNLI7HBJRMQXBA,$620.00,"$4,605,987.00",high rated,,
B07JW9H4J384,$379.00,"$1,099.00",66%,4.30,"3,049",AEJLOEHISUISLO2Z4RE2TO2V6NGA,$720.00,"$1,155,571.00",high rated,,
B07JW9H4J385,$379.00,"$1,499.00",75%,4.20,"4,149",AHIJVXU2LMW6UBF6VPT4BGMBMYBA,"$1,120.00","$1,572,471.00",high rated,,
B07JW9H4J386,$379.00,"$1,099.00",66%,4.30,"2,806",AHA4YQ5UYLOP7A7T2KRK6ULD7LJA,$720.00,"$1,063,474.00",high rated,,
B07JW9H4J387,$379.00,"$1,499.00",75%,4.10,670,AFK6D62HRZSHP5W3DE5QGYUYJQEA,"$1,120.00","$253,930.00",high rated,,
B07JW9H4J388,$379.00,$999.00,62%,4.30,"3,096",AGUJD7ONEYENBWZTZDMV2R5WUS5Q,$620.00,"$1,173,384.00",high rated,,
B07JW9H4J381,$378.00,$999.00,62%,4.10,"1,779",AHUG6D2J2WHZ6AU62RNYKNEOZECQ,$621.00,"$672,462.00",high rated,,
B07JW9H4J378,$369.00,$700.00,47%,4.40,"67,259",AGY4ILCL5CCENO25T2FOKOESHJTQ,$331.00,"$24,818,571.00",high rated,,
B07JW9H4J379,$369.00,"$1,600.00",77%,4.00,"32,625",AEU3E6TTMRR3RHIFOK3IF6XYSDLQ,"$1,231.00","$12,038,625.00",high rated,,
B07JW9H4J380,$369.00,"$1,600.00",77%,4.00,"32,625",AELPAFD33LDSPRU4SBYCF5JOSYZA,"$1,231.00","$12,038,625.00",high rated,,
B07JW9H4J377,$368.00,$699.00,47%,4.20,387,AFHX6LN2EGRSLCIKZERTK236KJWA,$331.00,"$142,416.00",high rated,,
B07JW9H4J376,$354.00,"$1,500.00",76%,4.00,"1,026",AHF4QZVKU6HOKT3PM4JVK5LGQAWQ,"$1,146.00","$363,204.00",high rated,,
B07JW9H4J375,$351.00,$999.00,65%,4.00,"5,380",AENQUXAACC6E53BRVBZPXCC356OA,$648.00,"$1,888,380.00",high rated,,
B07JW9H4J370,$350.00,$599.00,42%,3.90,"8,314",AG5P7BKN4M3JH7HW64UV4Y2QZGHA,$249.00,"$2,909,900.00",need_improvement,,
B07JW9H4J373,$350.00,$899.00,61%,4.20,"2,263",AGCWHOWHOTWSN4J2TFAXUEZZUBXQ,$549.00,"$792,050.00",high rated,,
